Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2769,266,31,443,224,1181,128,235,237,1511,Commanche,C7710,1
3092,123,17,285,51,1279,246,225,101,1218,Commanche,C7756,0
2942,89,11,162,23,4795,236,223,117,5758,Rawah,C4744,1
3123,337,8,361,17,3600,203,229,165,4412,Rawah,C7745,0
3338,331,11,283,0,5103,194,226,172,3271,Commanche,C8771,6
3232,225,10,127,13,3852,206,250,180,2706,Rawah,C7202,6
3083,214,5,201,-24,601,215,245,167,1710,Rawah,C7202,0
3149,345,11,551,103,5193,198,222,163,872,Rawah,C7745,1
3306,45,12,300,80,4331,223,214,124,1358,Rawah,C7745,0
2824,57,18,60,20,2249,230,198,95,2271,Commanche,C7757,4
3016,346,6,258,51,2496,209,231,160,2486,Commanche,C7756,1
3162,40,12,685,35,2240,221,213,124,3215,Commanche,C7755,0
2909,215,16,85,-1,1530,202,254,183,1441,Commanche,C7755,1
2263,250,32,60,30,1350,135,242,233,541,Cache,C2703,5
3245,353,29,594,82,1365,159,177,146,1436,Commanche,C8772,6
2896,58,6,162,43,872,225,227,137,1945,Commanche,C7757,1
2952,64,14,67,20,4755,232,210,107,2468,Rawah,C7745,0
3291,74,8,426,68,3081,230,226,129,3246,Commanche,C7756,1
3154,54,14,30,-4,1033,228,208,111,664,Commanche,C7202,0
2558,30,23,134,81,912,207,184,104,1410,Commanche,C4703,1
2963,173,10,240,27,1616,226,245,151,663,Commanche,C7756,1
2746,8,15,335,135,1725,201,208,143,2496,Commanche,C4703,5
2844,66,6,335,43,3395,226,228,137,6391,Rawah,C7746,1
3045,176,13,127,24,1888,226,247,150,170,Commanche,C7755,0
2859,0,12,170,41,190,202,217,152,1366,Rawah,C7746,0
2034,79,38,150,114,182,238,145,1,446,Cache,C2702,2
2955,292,9,175,33,1677,194,238,185,1366,Commanche,C7757,1
2579,206,35,170,80,1560,177,246,180,365,Commanche,C2705,2
2827,99,17,90,25,120,246,214,90,661,Rawah,C7745,0
2797,176,17,180,42,1213,226,247,146,1722,Commanche,C2705,1
2751,306,11,162,43,1519,189,234,184,2368,Rawah,C4744,1
3158,254,4,331,27,3221,210,242,170,924,Rawah,C7745,1
2101,71,37,234,144,277,232,144,0,134,Cache,C2702,2
2966,338,18,450,206,582,179,212,171,1290,Commanche,C7756,0
3038,62,20,240,-44,661,233,196,87,937,Rawah,C7745,0
3117,184,18,212,46,175,221,249,155,908,Commanche,C7756,1
3086,297,21,466,-17,1431,155,228,211,3074,Rawah,C7745,0
2724,30,25,268,74,2018,203,177,99,875,Commanche,C4703,1
3286,38,17,636,185,3196,218,201,113,659,Commanche,C7700,0
2564,117,4,277,87,819,227,236,143,1050,Cache,C2717,1
2697,97,19,150,44,1998,247,210,85,895,Commanche,C4704,1
2908,126,21,850,279,2818,250,220,87,1657,Commanche,C4703,1
3095,223,11,268,28,5761,205,251,181,2039,Rawah,C7201,1
2613,21,13,342,28,1657,211,212,135,1907,Commanche,C4703,5
3399,315,17,924,260,4171,174,224,190,2524,Commanche,C7757,6
2581,186,22,0,0,1631,217,249,154,1405,Commanche,C2703,1
3088,108,17,60,13,1515,246,219,96,3046,Commanche,C7202,0
3182,58,16,698,101,1392,230,206,104,2534,Commanche,C7756,0
2985,39,13,531,49,4358,220,211,123,4243,Rawah,C7745,1
3317,31,20,789,114,2032,210,193,112,703,Commanche,C7700,0
3064,95,9,67,14,3672,234,227,124,2828,Rawah,C7745,1
2927,15,11,618,129,3189,210,217,143,726,Commanche,C7757,1
3159,40,11,85,17,3045,221,216,128,5172,Rawah,C7745,0
2914,2,12,108,19,1319,203,216,151,644,Commanche,C7755,1
1999,120,28,180,11,212,254,204,57,573,Cache,C2704,2
3196,63,28,256,16,1653,231,170,52,2480,Commanche,C7757,0
2867,48,12,95,11,3087,224,213,120,4454,Rawah,C4744,1
3278,183,16,216,29,4685,222,249,154,2724,Commanche,C7757,0
2913,45,18,170,43,1805,222,198,104,2941,Commanche,C7757,1
2729,187,29,240,-59,2888,210,246,151,1710,Commanche,C4758,1
3188,332,22,335,82,3701,165,207,179,3420,Commanche,C8776,0
2878,335,5,30,3,3697,209,233,163,3636,Rawah,C7202,1
2789,143,15,240,24,926,240,235,120,730,Commanche,C2703,2
3149,94,15,170,33,5050,242,217,101,1332,Rawah,C7745,0
2951,353,11,342,120,1385,201,221,158,2659,Commanche,C7756,1
3034,40,13,242,19,4733,221,212,124,2916,Rawah,C7101,0
3162,12,13,60,13,1480,206,212,142,633,Commanche,C8703,0
2597,55,8,0,0,1358,225,223,132,912,Commanche,C7102,0
2461,52,14,30,-4,1074,226,208,112,1423,Commanche,C2705,5
2989,244,26,150,43,1209,158,249,221,446,Commanche,C4758,1
2758,331,29,42,26,3424,138,189,182,5967,Rawah,C7745,0
2918,73,22,525,91,1110,239,191,71,531,Rawah,C7746,0
3214,4,14,408,63,3031,201,212,148,771,Commanche,C7700,0
2868,52,20,285,52,3376,226,194,94,3000,Rawah,C4744,1
2786,96,10,277,61,1120,236,226,121,2546,Commanche,C4704,1
3174,121,11,361,38,4641,238,231,122,2114,Rawah,C7745,1
3164,174,20,258,73,3693,227,246,141,743,Commanche,C7757,1
3024,156,6,0,0,700,227,241,148,474,Commanche,C7202,1
3103,51,12,108,17,3511,226,214,120,1168,Rawah,C7745,0
2577,56,14,466,35,541,228,208,110,792,Rawah,C4744,1
3269,220,11,553,67,2496,208,250,178,1498,Commanche,C7757,1
3283,68,19,85,-14,1809,236,198,86,933,Commanche,C8772,6
2799,341,14,67,14,1057,189,218,167,2058,Commanche,C4703,0
2955,108,2,339,53,3353,223,236,149,1828,Rawah,C7745,1
2639,9,6,450,0,900,213,227,152,926,Commanche,C2703,2
3008,44,20,124,30,1063,220,193,99,2397,Commanche,C7700,0
2778,67,5,270,111,2940,226,229,138,6361,Rawah,C4744,1
3140,72,2,751,59,1681,222,234,149,2794,Commanche,C7756,0
2934,291,12,85,12,1050,185,238,193,509,Commanche,C7202,1
2446,98,13,162,28,824,240,222,110,1106,Cache,C2717,2
3144,330,8,90,-2,664,202,231,168,1260,Neota,C7202,0
2976,116,8,446,101,4524,235,232,129,1783,Rawah,C4744,1
3279,100,24,0,0,5880,251,199,61,484,Rawah,C8771,0
2813,69,9,85,8,1045,230,222,125,2620,Commanche,C4704,1
2694,29,10,295,17,1366,217,219,137,1560,Rawah,C7746,1
2905,324,8,0,0,3537,199,231,172,1421,Rawah,C7202,1
3081,14,9,182,38,4568,212,222,147,2359,Rawah,C7746,0
2704,53,9,0,0,2670,226,220,128,541,Commanche,C7757,1
3195,7,10,190,100,4883,208,220,149,1820,Rawah,C7745,0
2850,87,32,90,-32,390,247,170,28,2353,Rawah,C7746,1
2388,183,5,42,-12,1310,221,243,157,785,Commanche,C4703,2
2873,56,5,553,36,3889,224,228,140,5865,Rawah,C4744,1
3189,219,10,551,105,351,209,250,177,2112,Commanche,C7202,1
2867,87,15,153,20,3865,241,215,100,6252,Rawah,C4744,1
2951,56,14,60,18,2026,228,210,112,2780,Commanche,C7202,1
2772,45,5,361,41,2695,221,229,143,6755,Rawah,C4744,0
2639,5,17,42,7,2280,196,205,143,1040,Commanche,C4703,1
2785,43,23,60,-9,845,218,182,88,2040,Rawah,C7746,1
3011,40,16,485,87,4331,220,204,115,2123,Rawah,C7745,1
2868,23,16,366,-59,503,209,204,128,1974,Rawah,C7745,1
2360,280,26,124,58,1410,139,232,228,825,Cache,C4703,2
3127,87,10,30,-4,3995,236,223,118,3171,Commanche,C7201,0
2756,93,10,30,-4,735,237,224,118,2167,Rawah,C7745,0
2598,9,3,330,5,787,216,233,154,5464,Rawah,C7745,1
3146,180,26,67,12,2620,220,245,142,1230,Commanche,C7202,0
3069,309,7,108,9,1558,202,236,173,1956,Commanche,C7202,0
2773,86,11,277,56,560,236,221,115,2504,Rawah,C7745,1
3030,45,8,659,50,1383,223,223,135,2516,Rawah,C7745,1
2058,14,19,30,4,937,200,199,131,342,Cache,C6102,2
2982,115,10,285,50,4402,237,231,124,1871,Rawah,C7746,1
3089,185,9,376,66,2103,222,246,158,1677,Commanche,C7756,1
2846,129,19,30,6,1087,247,225,98,1332,Commanche,C7757,1
3242,165,21,577,140,488,233,241,129,4591,Neota,C7701,1
3185,45,7,470,68,883,222,225,138,2187,Commanche,C7201,0
2825,81,8,240,-1,2681,231,226,128,2501,Rawah,C4744,1
3168,112,13,216,14,3870,242,226,111,408,Commanche,C7757,0
3176,168,13,150,-1,2265,230,245,144,1558,Commanche,C7709,0
3149,340,21,607,116,3666,171,204,169,1693,Commanche,C8772,1
2673,52,13,210,-4,1849,227,212,117,1530,Commanche,C4703,1
3217,126,4,819,33,1184,227,237,145,2220,Commanche,C7756,0
3305,186,6,457,110,5197,221,245,158,1203,Rawah,C7745,1
2792,332,7,90,19,1422,204,231,167,2326,Commanche,C7102,0
2620,24,18,85,0,1302,207,199,123,1905,Commanche,C4704,1
3286,284,15,553,119,4230,178,239,201,2402,Commanche,C8771,0
2821,71,12,30,-4,534,233,216,113,1099,Commanche,C7757,1
2230,322,16,201,56,1243,177,222,184,1034,Cache,C4703,2
2919,315,5,150,4,4360,206,236,168,2925,Rawah,C7202,1
2953,349,10,85,-7,1392,202,223,160,1226,Commanche,C7755,1
3052,141,16,210,31,1172,242,233,115,1187,Commanche,C7756,1
3001,352,5,256,26,3101,211,231,158,6082,Rawah,C7745,0
3195,311,20,268,4,3968,161,221,198,1648,Commanche,C7201,0
3109,36,14,277,68,4844,218,207,122,1878,Rawah,C7745,0
3141,333,19,42,4,3786,174,213,176,1825,Rawah,C7700,0
2992,52,24,30,11,953,224,180,76,2322,Commanche,C7700,0
2946,222,6,0,0,3021,213,245,169,1302,Commanche,C7202,0
2500,87,20,30,-4,700,244,204,80,902,Commanche,C4704,1
3309,34,22,247,105,1765,210,185,100,2550,Commanche,C7757,0
2680,70,14,309,33,853,234,211,105,1869,Rawah,C7202,1
2473,21,12,175,41,690,212,214,138,1337,Cache,C2717,2
3147,265,19,258,69,2958,168,245,214,255,Commanche,C4758,1
2961,328,39,300,122,1559,100,164,187,1064,Commanche,C7757,0
3398,288,14,247,88,3722,180,238,198,1087,Rawah,C8772,0
2638,147,13,210,38,524,237,238,130,1176,Commanche,C4703,5
3124,21,4,335,33,1489,217,231,151,3483,Commanche,C7700,0
2765,270,8,212,42,2524,200,243,182,6746,Rawah,C4744,1
3448,138,6,782,163,2368,229,238,143,1293,Rawah,C8776,0
3460,58,20,671,245,2329,230,195,89,1800,Rawah,C8776,0
3393,178,5,283,37,2942,223,243,155,1883,Commanche,C7756,0
3042,165,10,342,41,1456,229,243,146,624,Commanche,C4758,0
3051,131,9,120,-16,1068,235,235,132,1003,Rawah,C7745,0
2968,64,16,42,1,1577,233,206,100,1986,Commanche,C7756,1
2825,150,24,342,120,1710,242,231,104,2200,Commanche,C4703,1
3278,58,19,361,87,1008,230,196,91,1788,Neota,C8771,0
2797,97,17,60,7,612,245,214,93,960,Commanche,C7757,0
3248,141,13,390,18,4338,239,236,125,1041,Rawah,C7745,1
1992,300,31,85,48,201,120,210,222,488,Cache,C4703,2
2642,107,13,42,4,2416,242,223,108,812,Commanche,C4703,1
3154,342,2,120,-3,4652,214,235,159,1350,Rawah,C7745,0
3297,299,21,60,27,5883,157,227,208,541,Rawah,C8771,0
2973,135,7,95,19,4365,232,237,137,2089,Rawah,C7746,1
2826,75,12,319,55,1762,234,217,113,1995,Rawah,C7745,1
2693,92,5,30,2,2040,229,231,137,6483,Rawah,C4744,1
2628,187,6,382,197,1958,221,244,158,524,Commanche,C2703,2
2959,190,8,150,26,1477,220,247,160,488,Commanche,C7756,1
3230,158,10,360,68,1351,231,242,141,2526,Rawah,C7745,0
3393,254,7,268,17,2997,204,245,179,1987,Rawah,C8772,0
2966,29,6,366,49,3641,218,226,144,1600,Rawah,C7745,1
2888,122,12,124,28,3113,240,231,119,2739,Rawah,C7745,1
2538,94,14,210,10,450,241,218,103,553,Rawah,C4744,1
3085,123,11,175,27,594,239,231,121,1355,Rawah,C7202,0
3129,108,21,95,23,3489,250,211,79,4212,Rawah,C7745,0
3237,294,17,362,79,1316,169,234,203,2165,Rawah,C7745,0
2952,126,8,408,37,5131,235,234,131,2742,Rawah,C7746,1
3241,264,10,660,131,1216,196,245,187,2759,Commanche,C7756,0
3191,311,15,182,43,1366,179,228,189,2260,Rawah,C7745,0
2815,357,21,134,25,1842,184,198,148,1298,Commanche,C7757,0
2835,186,2,0,0,2948,219,240,157,2254,Rawah,C7202,0
2884,252,27,601,127,1233,149,246,227,1681,Commanche,C7710,1
3011,34,21,0,0,5168,212,190,105,2029,Rawah,C7745,0
2959,266,12,551,66,5994,190,245,194,6059,Rawah,C7745,1
3056,356,6,283,27,1001,210,229,157,1224,Neota,C7202,1
3360,242,24,85,10,2015,166,251,216,3664,Neota,C7757,0
3418,197,10,323,23,2831,218,249,165,1976,Commanche,C8771,0
2509,45,1,95,11,443,219,236,155,1527,Cache,C2717,2
2935,322,11,339,68,3675,191,229,177,5301,Rawah,C7745,1
3159,76,7,0,0,2418,229,227,131,1405,Commanche,C7202,0
2832,107,9,108,8,2250,236,229,124,2439,Rawah,C7745,1
2708,351,14,42,7,2700,195,215,158,589,Commanche,C7757,1
3122,10,27,170,58,4061,180,176,122,793,Rawah,C7201,0
3086,68,11,182,39,2949,232,218,118,5996,Rawah,C7745,0
2823,88,11,366,88,1195,237,221,114,2721,Commanche,C4704,1
3112,58,9,201,7,5249,227,221,128,932,Rawah,C7745,1
3155,233,5,360,24,3261,212,244,169,932,Rawah,C7745,1
3146,25,10,162,7,3042,215,219,140,3181,Commanche,C7700,1
2945,202,11,190,32,5306,215,250,168,3578,Rawah,C7745,1
2955,56,18,638,13,4284,229,200,98,4419,Rawah,C7745,1
3044,84,6,150,10,6360,229,229,133,3265,Rawah,C7745,1
2843,281,1,0,0,1254,215,238,161,1440,Commanche,C7202,0
3264,46,27,300,113,1445,216,171,73,2326,Commanche,C7757,1
3032,97,24,382,93,1492,250,197,61,2402,Commanche,C7757,0
2575,123,18,108,33,1785,247,224,99,1770,Commanche,C2705,2
3180,309,27,258,89,1090,137,211,209,2042,Rawah,C7745,0
3329,154,35,376,206,3063,236,217,78,3073,Rawah,C7745,0
3129,123,22,295,16,3673,251,218,84,3092,Rawah,C7745,1
2956,27,21,175,97,1289,206,189,111,3215,Commanche,C7700,0
3192,162,15,95,13,4243,233,243,136,3154,Commanche,C7201,0
2563,141,15,150,9,853,241,235,119,696,Rawah,C7746,1
2965,52,11,551,-2,3466,226,216,123,5702,Rawah,C7745,0
3006,43,8,42,1,4507,222,222,135,1050,Rawah,C7202,1
3086,71,10,0,0,2307,231,221,121,1302,Rawah,C7746,0
3070,93,20,335,54,4281,247,205,78,2467,Rawah,C7745,0
2906,162,8,424,68,2998,228,242,147,2076,Rawah,C4744,1
3071,327,33,272,75,437,124,184,190,2107,Rawah,C7746,0
3051,43,9,228,46,4482,222,220,132,1006,Rawah,C7745,1
2619,89,12,663,19,794,239,220,109,1146,Commanche,C4704,2
2998,17,26,240,139,525,188,175,113,2965,Commanche,C7700,1
2663,130,13,433,70,638,240,233,120,446,Commanche,C4703,2
3363,40,18,306,41,3252,219,198,109,1801,Rawah,C8772,6
2886,218,13,182,-24,1650,205,252,181,1357,Commanche,C7755,0
2600,350,10,531,36,642,202,224,159,2713,Rawah,C4744,1
3288,319,5,210,23,5610,206,235,168,451,Rawah,C8771,1
2823,63,17,150,41,2353,233,203,97,3341,Rawah,C4744,1
3019,123,41,382,151,2210,250,175,11,1671,Commanche,C4758,1
2707,104,7,295,5,781,232,231,131,1936,Rawah,C4744,0
2892,86,4,497,44,2727,225,233,144,2318,Rawah,C7745,1
2390,323,20,175,81,300,166,215,187,201,Cache,C4703,2
2994,50,7,42,3,2213,224,225,136,4148,Rawah,C7202,0
3021,338,11,553,-99,1749,196,225,167,2012,Commanche,C7756,1
2403,343,19,0,0,1312,178,207,166,350,Cache,C4703,5
2772,320,14,175,76,3113,183,226,182,6258,Rawah,C7745,0
3704,13,8,1148,258,5159,212,223,148,3376,Commanche,C8776,6
2822,90,3,624,34,811,225,234,145,1489,Commanche,C4704,0
2901,12,16,150,37,2255,202,205,137,2100,Commanche,C7757,0
3281,85,24,351,47,3684,246,191,61,1657,Rawah,C8772,6
3167,273,15,531,130,3263,178,243,203,1323,Commanche,C7756,0
3262,343,9,912,90,1584,202,227,163,2662,Neota,C7202,1
2826,115,7,162,24,1020,232,233,134,2044,Rawah,C7745,1
2835,39,10,390,84,1170,221,217,130,2514,Commanche,C4703,1
3229,9,10,551,61,1537,209,219,148,2287,Neota,C7757,1
3314,138,25,531,175,3499,248,221,85,564,Commanche,C8772,0
2962,304,12,510,31,2135,186,234,188,1084,Commanche,C7202,0
2746,76,8,0,0,942,230,226,128,1482,Commanche,C7202,5
3131,186,6,466,62,1198,221,245,158,1082,Commanche,C7202,0
2870,90,1,295,112,3882,221,236,151,5481,Rawah,C4744,1
3103,302,8,95,3,960,199,237,177,1794,Neota,C7700,1
3328,132,21,295,31,1230,248,225,95,2881,Rawah,C7201,0
3021,191,9,67,0,5770,220,247,161,2442,Rawah,C7745,0
2999,17,16,108,7,4137,206,206,134,532,Rawah,C7745,0
3332,332,17,408,57,2519,177,215,176,953,Commanche,C7201,0
2514,58,17,234,31,497,230,202,99,1318,Commanche,C4703,5
3125,1,20,934,362,1068,188,200,146,1682,Commanche,C7757,1
2747,349,6,433,76,2484,209,230,159,1850,Commanche,C7756,1
2438,189,6,366,97,960,220,244,159,1315,Commanche,C2703,2
2413,286,27,30,15,1104,136,228,226,785,Cache,C4703,5
2728,190,26,285,120,1812,211,249,157,1465,Commanche,C2705,1
2922,231,9,361,22,5478,206,249,180,4034,Rawah,C7745,1
2686,268,34,120,45,1556,115,230,242,1201,Commanche,C4758,1
3095,303,8,162,-3,4618,197,236,179,3171,Rawah,C7201,0
3252,80,15,485,25,1470,239,212,100,2613,Rawah,C7745,0
2768,273,9,90,25,2605,196,243,186,6327,Rawah,C7745,1
2805,4,24,108,6,2783,181,186,136,1940,Commanche,C7700,1
2912,55,13,60,-1,3599,228,211,114,1489,Rawah,C7101,1
2878,51,10,466,83,2697,225,219,127,3340,Rawah,C4744,1
2474,328,26,240,111,806,150,201,186,1443,Cache,C4703,1
2857,48,13,379,57,1565,224,212,120,2780,Commanche,C7757,1
2765,123,24,212,89,3273,252,214,76,6030,Rawah,C7746,1
3024,212,14,362,29,5770,207,253,178,2218,Rawah,C7745,1
3014,298,8,659,170,5496,198,237,180,5243,Rawah,C4744,1
3206,252,7,234,22,700,205,245,178,1657,Commanche,C7755,0
3266,338,11,120,25,3307,196,225,167,2154,Rawah,C7745,0
2995,315,6,365,23,5314,204,235,170,6433,Rawah,C7745,1
3051,108,3,120,5,3097,225,236,146,703,Rawah,C7202,1
2441,14,17,0,0,443,202,202,134,997,Cache,C4703,2
3036,59,11,212,48,1575,228,216,119,1312,Commanche,C7756,0
2719,300,24,124,95,2496,147,222,212,6811,Rawah,C7745,1
2292,335,28,350,105,934,145,190,177,1342,Cache,C4703,2
2887,53,18,443,200,457,227,197,97,1570,Rawah,C7745,1
3116,31,11,376,35,1443,217,217,134,3255,Commanche,C7757,0
2976,27,13,67,7,1140,214,212,132,908,Commanche,C7700,1
2788,207,11,402,31,4112,213,250,171,1814,Commanche,C7702,1
2761,23,12,324,13,1615,213,215,137,1947,Rawah,C7746,1
2382,311,19,67,25,306,165,223,197,872,Cache,C4703,2
2972,75,7,283,53,4787,228,228,133,6429,Rawah,C4744,1
3017,223,8,216,-23,2348,210,248,174,1177,Commanche,C7755,1
3200,209,6,85,4,5457,216,246,166,1082,Rawah,C7745,0
2982,63,11,108,14,6063,230,218,121,3314,Rawah,C7745,1
2469,132,22,108,37,927,249,223,91,1318,Commanche,C2705,2
3034,193,22,95,18,811,211,251,163,516,Commanche,C7700,1
2952,210,15,60,19,1158,207,253,178,391,Commanche,C7202,1
2857,83,4,0,0,4034,225,233,143,6138,Rawah,C7102,1
2357,349,29,170,105,1316,152,177,154,1121,Cache,C4703,2
3375,319,9,228,19,1578,198,232,174,849,Commanche,C8771,6
3046,33,8,120,33,153,219,222,139,1493,Commanche,C7755,1
3201,206,30,577,-19,1663,188,251,180,3543,Rawah,C7745,0
3359,92,5,495,138,2059,229,231,137,2389,Neota,C7756,1
3217,63,4,450,-3,5651,224,231,143,2006,Rawah,C7201,0
2994,108,9,124,32,218,236,230,125,1048,Rawah,C7201,0
2556,11,24,210,67,2040,187,184,126,722,Commanche,C4703,5
3259,343,11,162,31,1565,197,223,164,895,Commanche,C7755,0
3000,2,16,192,43,4709,196,208,148,1025,Rawah,C7745,1
2871,124,16,67,13,3100,245,227,106,2649,Rawah,C4744,1
3133,100,18,421,110,2952,247,212,88,1140,Commanche,C7757,1
3316,285,10,642,143,750,192,240,188,430,Neota,C7757,0
3052,190,24,124,32,3029,212,250,159,1414,Commanche,C7757,1
2577,166,16,541,123,566,232,244,139,607,Commanche,C2703,2
2815,25,21,306,81,90,205,191,116,865,Commanche,C4704,1
3104,209,28,886,13,4266,186,252,186,1179,Commanche,C7757,1
3230,96,20,371,54,5414,248,206,78,2831,Rawah,C7745,1
3005,201,12,516,154,5465,214,251,169,819,Rawah,C7746,1
3038,189,19,323,56,1723,217,251,159,3662,Rawah,C7201,0
3357,14,4,685,127,2128,216,231,153,2629,Neota,C7756,1
3387,174,9,1100,185,3159,226,245,152,1120,Commanche,C8771,6
3102,153,4,30,0,607,225,240,150,1811,Rawah,C7202,0
2083,269,14,30,2,1282,182,244,201,569,Cache,C6102,2
2708,156,3,218,16,1954,223,239,152,4179,Rawah,C7202,1
2854,94,4,335,53,3462,225,234,144,6339,Rawah,C7746,1
3269,15,15,607,198,3557,206,209,138,1907,Commanche,C7755,0
3273,341,17,30,9,2100,182,212,168,1981,Neota,C7202,1
2948,278,2,379,35,3904,214,239,162,4614,Rawah,C7202,1
2858,34,29,60,-6,170,202,163,80,931,Rawah,C7745,0
2883,248,13,268,28,1024,192,249,194,1907,Commanche,C4758,0
3049,28,17,666,128,1358,211,201,121,362,Commanche,C7755,0
2872,123,11,420,61,1624,239,231,121,2848,Commanche,C7202,1
3782,322,11,849,336,5115,193,229,176,3198,Commanche,C8776,6
2846,53,20,470,48,2657,226,194,93,201,Commanche,C4703,0
2411,119,25,192,70,306,253,210,69,816,Commanche,C2705,2
3119,75,14,300,78,630,236,213,105,516,Commanche,C7755,0
3006,230,11,297,-49,2160,203,250,183,1071,Commanche,C7757,1
2576,1,20,42,13,404,188,200,146,1920,Rawah,C7745,1
3004,35,4,127,16,5978,219,231,148,3485,Rawah,C7745,1
3011,236,7,638,105,5820,208,246,176,3203,Rawah,C7745,1
3312,70,11,0,0,2043,232,218,117,4731,Neota,C8771,0
3343,232,11,511,64,3448,202,250,184,1440,Commanche,C7756,1
2628,22,15,67,13,2230,209,206,130,1107,Commanche,C4703,1
2825,320,7,30,2,1006,202,233,171,1291,Commanche,C7202,0
3289,294,10,60,11,5543,191,238,187,751,Rawah,C8771,0
3064,187,12,90,25,1631,221,249,159,124,Commanche,C7756,1
3146,359,13,242,52,2431,200,216,153,797,Commanche,C7202,0
2908,137,24,150,8,3205,248,223,89,1343,Commanche,C4758,1
2985,227,12,571,76,6131,203,251,184,5459,Rawah,C7745,1
2607,64,12,150,5,1559,231,215,114,1071,Commanche,C2703,2
2624,268,31,255,118,1008,126,234,238,1501,Commanche,C7710,1
3352,145,13,362,93,2230,238,237,127,2081,Commanche,C7756,0
3103,325,20,127,19,3842,166,214,185,400,Commanche,C7700,0
3299,18,10,150,24,5823,212,218,142,633,Rawah,C8771,0
2788,212,27,306,176,1421,186,253,189,1087,Commanche,C4758,1
2955,33,15,371,61,4460,216,207,123,1936,Rawah,C7745,1
2920,121,16,120,0,997,246,225,103,2930,Rawah,C7201,0
2717,4,10,60,1,2460,207,221,151,4498,Rawah,C4744,1
2802,135,11,234,10,2313,237,236,128,2089,Rawah,C4744,1
3207,82,15,90,-6,1678,240,212,98,2495,Rawah,C7201,0
2987,110,6,342,85,1724,230,234,138,2848,Commanche,C7756,1
2741,175,10,108,19,992,226,246,151,474,Commanche,C2703,2
2886,28,14,268,31,3572,214,209,128,5325,Rawah,C7745,1
2973,342,4,433,85,1476,212,234,160,2442,Commanche,C7756,1
3375,331,26,362,148,3506,150,197,182,3810,Rawah,C8772,0
3180,190,22,60,22,2233,214,251,160,1425,Commanche,C7757,0
2130,259,34,120,46,1211,121,235,240,469,Cache,C2702,2
2710,29,23,60,31,1158,205,183,104,1948,Commanche,C7102,0
2697,14,12,0,0,1230,209,216,143,1563,Commanche,C7755,1
2783,203,31,234,149,832,187,249,176,1634,Commanche,C4758,1
2998,43,12,134,9,4422,222,213,123,942,Rawah,C7745,1
3150,74,9,366,57,1951,231,223,125,3160,Commanche,C7700,0
3137,306,18,210,65,1560,167,227,199,2318,Commanche,C7757,1
3421,86,12,631,264,1604,238,219,110,875,Commanche,C8776,6
3363,84,10,630,129,1749,234,224,121,2014,Rawah,C8771,0
3627,49,29,1082,403,2538,218,165,63,1338,Rawah,C8776,0
2891,155,25,503,190,1891,240,232,106,2028,Commanche,C2705,1
2068,65,30,180,59,283,232,165,43,285,Cache,C2717,2
2920,103,18,162,58,5028,247,214,89,218,Rawah,C7746,1
3091,11,15,604,0,1666,203,209,141,3371,Commanche,C7755,0
3272,269,13,268,43,3282,186,244,197,1338,Commanche,C7756,0
3328,80,5,0,0,3673,227,230,137,2955,Commanche,C8772,6
2607,100,10,150,46,1566,237,227,120,1101,Commanche,C2705,2
2422,31,7,30,4,908,218,225,143,967,Commanche,C2703,5
3038,182,9,60,-3,700,223,246,156,966,Commanche,C7202,1
2975,292,8,134,10,4902,197,239,182,5613,Rawah,C7101,0
2693,0,9,417,9,789,208,224,154,937,Rawah,C4744,1
2702,270,30,242,106,1431,129,234,236,1041,Commanche,C4758,1
3594,6,15,331,57,1797,201,211,146,1641,Neota,C8776,6
2975,312,7,85,10,4842,202,235,173,5603,Rawah,C7101,0
2825,331,14,120,27,3164,185,221,175,366,Commanche,C7757,1
2952,150,14,395,-32,3903,238,239,127,5785,Rawah,C7102,1
3017,306,8,323,52,553,198,236,178,573,Neota,C7201,1
3065,46,15,283,32,4597,223,205,111,807,Rawah,C7745,1
2985,66,18,153,34,700,235,201,91,671,Rawah,C7745,0
3001,39,12,390,29,5370,220,213,126,6432,Rawah,C7745,1
2809,140,20,150,-13,751,246,229,102,331,Rawah,C7746,4
2739,12,18,0,0,1024,200,202,135,589,Commanche,C7755,0
2393,222,21,201,127,1405,189,254,195,726,Cache,C2702,5
3027,43,10,607,108,5193,222,218,130,5805,Rawah,C4744,1
2687,21,15,313,53,371,208,206,131,391,Commanche,C4704,1
3227,153,17,134,21,1789,238,239,125,1784,Commanche,C7757,0
3119,294,11,342,35,3132,188,237,189,1676,Commanche,C7755,1
